GT_id,GT_label,Pred_label
BIOUG68871-H01,elachBioLep01 BioLep490,gelMalaise1 Malaise4277
BIOUG71645-A10,Chironomus lugubris,Chironomus harpi
BIOUG73236-D01,Metriocnemus picipes,Metriocnemus albolineatus
BIOUG71623-E04,Cordyla pusilla,Cordyla brevicornis
BIOUG73191-D11,Eubazus malaise0168,Orgilus Malaise3336
BIOUG71643-E10,Fannia mollissima,Azelia cilipes
BIOUG71669-G07,Phytomyza milii,Phytomyza chaerophylli
BIOUG76217-C04,Apanteles Malaise5397,Alphomelon Deans03
BIOUG71802-E06,malaiseGraci01 Malaise8138,malaiseGraci01 Malaise4021
BIOUG76214-C07,Eubazus malaise8097,Eubazus Malaise3396
BIOUG71621-H07,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG72179-E06,Corynoptera subparvula,Corynoptera alneti
BIOUG72150-F09,Proclitus praetor,Chilocyrtus Malaise8193
BIOUG71305-D07,Metriocnemus picipes,Metriocnemus atriclava
BIOUG70635-D04,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG71693-C04,Gelis cayennator,Ceratophygadeuon bellus
BIOUG71642-E05,Bradysia normalis,Bradysia plusiospina
BIOUG71613-C08,Pherbellia cinerella,Trichopalpus obscurellus
BIOUG72276-H07,Leiophron Malaise7761,Leiophron Malaise1234
BIOUG70146-H04,Friseria Malaise4403,gelMalaise01 Malaise7126
BIOUG72181-B07,Corynoptera subparvula,Corynoptera alneti
BIOUG73207-A08,Corynoptera subparvula,Corynoptera boletiphaga
BIOUG71269-D01,Bradysia normalis,Claustropyga refrigerata
BIOUG71594-C08,tersiMalaise1 Malaise7296,tersiMalaise01 Malaise7296
BIOUG70693-F06,Bradysia normalis,Bradysia plusiospina
BIOUG76242-A02,Eois Malaise8631,Eois BioLep361
BIOUG72169-F06,Metriocnemus picipes,Metriocnemus fuscipes
BIOUG73049-H04,Porphyrochroa sp. 1 BKC-215,empedidJanzen02 Janzen9877
BIOUG72150-F11,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG71594-H11,tersiMalaise1 Malaise2786,tersiMalaise01 Malaise2786
BIOUG68991-F03,Orthocentrus Malaise5627,Orthocentrus Malaise9461
BIOUG72182-D03,Bradysia holsatica,Bradysia plusiospina
BIOUG71658-B10,Chironomus lugubris,Chironomus harpi
BIOUG71610-B08,Ablabesmyia monilis,Procladius villosimanus
BIOUG71313-B12,Metriocnemus albolineatus,Ceratopogon grandiforceps
BIOUG73061-A06,Diospilus Malaise3119,Eubazus Malaise8561
BIOUG70662-B09,Lycoriella inconspicua,Xylosciara heptacantha
BIOUG73265-H02,Metriocnemus albolineatus,Metriocnemus atriclava
BIOUG71292-C01,Pullimosina pullula,Leptocera curvinervis
BIOUG71334-E01,Crematogaster stadelmanni,Scatopse notata
BIOUG71620-C10,Zygoneura sciarina,Bradysia nocturna
BIOUG68428-A05,Friseria Malaise4403,gelMalaise01 Malaise3950
BIOUG71688-F06,Cordyla pusilla,Brevicornu beatum
BIOUG71655-A02,Bradysia normalis,Bradysia plusiospina
BIOUG70667-C05,Egle subarctica,Egle rhinotmeta
BIOUG68990-H07,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG71300-E10,Sphaerocera curvipes,Copromyza neglecta
BIOUG72182-D01,Bradysia normalis,Bradysia plusiospina
BIOUG71651-B02,Orthocladius olivaceus,Halocladius varians
BIOUG72146-A02,Proclitus praetor,Adelognathus dorsalis
BIOUG70135-F06,blastoBioLep01 BioLep439,blastoBioLep01 BioLep441
BIOUG71280-B07,Megastylus orbitator,Plectiscidea tumida
BIOUG71334-H02,Crematogaster stadelmanni,Chamaepsila nigra
BIOUG72180-H02,Metriocnemus picipes,Metriocnemus atriclava
BIOUG72115-F07,Rhamphomyia caesia,Rhamphomyia geniculata
BIOUG73209-B07,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG71764-B08,Chelonus Malaise1197,Chelonus Malaise2690
BIOUG71603-G04,Egle subarctica,Egle rhinotmeta
BIOUG75399-B11,Antaeotricha phillipsEPR24,Antaeotricha Malaise8614
BIOUG72529-D05,Dinotrema Malaise3501,Dinotrema Malaise7967
BIOUG68872-B12,elachBioLep01 BioLep490,Dichomeris MalaiseMetz1419
BIOUG70638-E05,malaiseGraci01 Malaise5977,malaiseGraci01 Malaise5632
BIOUG71671-E05,Corynoptera subparvula,Corynoptera alneti
BIOUG71536-E03,Heterospilus Malaise5534,Heterospilus Malaise4610
BIOUG71421-A09,Dinotrema Malaise5644,Dinotrema malaise0256
BIOUG68427-F02,blastoBioLep01 BioLep5839,Bactra venosana
BIOUG76218-B01,Aulacaspis tubercularis,Aonidiella aurantii
BIOUG72503-A09,Chilocyrtus Malaise3264,Orthocentrus Malaise8983
BIOUG68987-E03,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG72181-H05,Metriocnemus picipes,Metriocnemus albolineatus
BIOUG73270-F10,Metriocnemus albolineatus,Parochlus kiefferi
BIOUG70685-D07,Telomerina flavipes,Howickia capitalis
BIOUG70656-F04,Trichocera regelationis,Trichocera hiemalis
BIOUG70696-E07,Dinotrema longworthi,Dinotrema Malaise2400
BIOUG71597-F05,Glyptapanteles Malaise2142,Syntretus Malaise2676
BIOUG73170-C05,Porphyrochroa sp. 1 BKC-215,Porphyrochroa sp. 10 BKC-2015
BIOUG70955-H07,Heterospilus Malaise7700,Heterospilus Malaise5534
BIOUG71596-D06,Pseudapanteles analorenaguevarae,Diolcogaster Choi77
BIOUG70770-E03,malaiseGraci01 Malaise3820,malaiseGraci01 Malaise7268
BIOUG71644-G03,Metriocnemus albolineatus,Metriocnemus atriclava
BIOUG70099-A03,malaiseGraci01 Malaise3820,Epidapus gracilis
BIOUG72170-C01,Corynoptera subparvula,Corynoptera boletiphaga
BIOUG73338-G05,Blacus Malaise6930,Notiospathius Malaise1931
BIOUG71385-F12,Monolepta jacksoni,Diphaulaca wagneri
BIOUG72764-H03,Blacus Malaise1856,Blacus Malaise6552
BIOUG73234-B08,Opomyza germinationis,Suillia flavifrons
BIOUG71536-E06,Glyptapanteles sondrawardae,Syntretus Malaise2676
BIOUG71676-F03,Chlorops hypostigma,Thaumatomyia trifasciata
BIOUG72183-E12,Corynoptera subparvula,Corynoptera alneti
BIOUG73218-C03,Dinotrema longworthi,Dinotrema Malaise2550
BIOUG71618-C07,Siphona maculata,Pegomya rubivora
BIOUG70268-E12,Pseudomyrmex tenuis,Pseudomyrmex phyllophilus
BIOUG73114-C02,Opius Malaise2420,Dinotrema Malaise4777
BIOUG72180-F11,Corynoptera subparvula,Corynoptera alneti
BIOUG71685-C10,Metriocnemus albolineatus,Pseudorthocladius pilosipennis
BIOUG73219-C05,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG68991-G06,Notiospathius malaise0774,Notiospathius Malaise6081
BIOUG72125-H02,Chironomus lugubris,Chironomus harpi
BIOUG71693-F09,Aphelinus abdominalis,Aphelinus gossypii
BIOUG72841-D07,Nealiolus Malasie10,Nealiolus Malaise1413
BIOUG71309-B09,Metriocnemus albolineatus,Ceratopogon grandiforceps
BIOUG73338-D09,alyMalaise76 Malaise3170,Dinotrema Malaise6906
BIOUG72876-D10,Phaenocarpa Malaise8742,Meteorus Malaise2812
BIOUG71654-G05,Leptosciarella saltuum,Bradysia nitidicollis
BIOUG72169-B08,Corynoptera subparvula,Corynoptera furcata
BIOUG70688-F12,Corynoptera subparvula,Corynoptera irmgardis
BIOUG73267-E12,Metriocnemus albolineatus,Parochlus kiefferi
BIOUG70499-G06,Heterospilus Malaise9117,Bracon Malaise3901
BIOUG71652-D09,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG71279-F09,Dinotrema longworthi,Dinotrema Malaise5070
BIOUG70720-E11,Heterospilus Malaise8963,Pseudognaptodon malaise0494
BIOUG70674-C06,Theroscopus esenbeckii,Ceratophygadeuon bellus
BIOUG71694-F05,Cordyla pusilla,Bradysia hilaris
BIOUG71390-A09,Lithocharis ochracea,Orus dentiger
BIOUG72121-B09,Metriocnemus albolineatus,Tanytarsus anderseni
BIOUG72169-B09,Metriocnemus picipes,Metriocnemus atriclava
BIOUG71631-B09,Ablabesmyia monilis,Procladius villosimanus
BIOUG70468-D10,cosmoMalaise01 Malaise574,geoBioLep6329 BioLep6329
BIOUG72631-C02,Glyptapanteles sondrawardae,Syntretus Malaise2676
BIOUG71639-E11,Triphleba intermedia,Scatopse notata
BIOUG70092-B06,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG72183-E07,Corynoptera subparvula,Corynoptera alneti
BIOUG70099-G09,Megaselia wendyporrasae,Megaselia torbjornekremi
BIOUG75397-H05,Artemita hieroglyphica,Myxosargus nigricormis
BIOUG70697-A01,Dinotrema longworthi,Dinotrema Malaise5070
BIOUG76229-G06,Helicopsyche vergelana,Wormaldia planae
BIOUG70419-B01,Obila pannosataDHJ01,Pero clana
BIOUG72179-D04,Metriocnemus picipes,Metriocnemus albolineatus
BIOUG71596-D11,tersiMalaise1 Malaise7296,tersiMalaise1 Malaise1642
BIOUG71619-G02,Dinotrema longworthi,Dinotrema Malaise6085
BIOUG71281-D12,Metriocnemus albolineatus,Pseudorthocladius curtistylus
BIOUG71272-B05,Minilimosina parvula,Trachyopella leucoptera
BIOUG72169-D05,Corynoptera subparvula,Corynoptera alneti
BIOUG71595-E02,Dinotrema Malaise3885,Dinotrema Malaise3501
BIOUG71323-F01,Lithocharis ochracea,Orus dentiger
BIOUG71645-E01,Chironomus lugubris,Chironomus harpi
BIOUG71673-F04,Dinotrema longworthi,Dinotrema Malaise2400
BIOUG70686-F01,Corynoptera subparvula,Corynoptera alneti
BIOUG70680-A10,Phygadeuon nanus,Ceratophygadeuon bellus
BIOUG71534-F01,Alphomelon citroloma,Campoplex RC-1
BIOUG71303-C10,Metriocnemus picipes,Metriocnemus atriclava
BIOUG70922-G12,Mirax Janzen9915,opiMalaise01 Malaise6445
BIOUG70800-D02,Trichocera regelationis,Trichocera hiemalis
BIOUG71663-F10,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG68427-H06,Steniodes BioLep2469,Rivula pusilla
BIOUG68431-C03,Paradidyma melania,Paradidyma Malaise2399
BIOUG71609-G02,Caloptilia stigmatella,elachJanzen01 Janzen296
BIOUG70692-F01,Corynoptera subparvula,Corynoptera breviformis
BIOUG72425-E09,Glyptapanteles Whitfield182,Cotesia Whitfield05
BIOUG72111-D11,Metriocnemus albolineatus,Tvetenia bavarica
BIOUG68863-G08,pergMalaise01 Malaise5115,pergMalaise01 Malaise3237
BIOUG72101-E09,Phytomyza milii,Phytomyza chaerophylli
BIOUG71001-A09,ereMalaise01 Malaise6697,cosmoBioLep01 BioLep0552
BIOUG71310-D09,Metriocnemus picipes,Parochlus kiefferi
BIOUG70675-H11,Bradysia normalis,Bradysia plusiospina
BIOUG71659-B04,Cratyna prima,Cratyna falcifera
BIOUG71645-F03,Metriocnemus albolineatus,Bradysia flavipila
BIOUG72184-A04,Metriocnemus picipes,Lestremia cinerea
BIOUG70953-F02,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG73269-E08,Metriocnemus albolineatus,Metriocnemus atriclava
BIOUG71645-H11,Chironomus lugubris,Chamaepsila nigra
BIOUG71608-E11,Dinotrema longworthi,Chorebus eros
BIOUG71683-C08,Dacnusa macrospila,Chorebus eros
BIOUG71695-D11,Cordyla pusilla,Cordyla brevicornis
BIOUG71658-B07,Chironomus lugubris,Chironomus ochreatus
BIOUG70693-D12,Corynoptera subparvula,Corynoptera alneti
BIOUG72200-D07,Corynoptera subparvula,Corynoptera alneti
BIOUG71024-D09,Aridelus Malaise4016,Nealiolus Malaise1413
BIOUG76080-E10,Drosophila cardini,Drosophila maculifrons
BIOUG71683-H06,Acrolyta rufocincta,Ceratophygadeuon bellus
BIOUG72223-B04,Porphyrochroa sp. 16 BKC-215,Porphyrochroa sp. 6 BKC-2015
BIOUG68441-C09,Megaselia wendyporrasae,Megaselia torbjornekremi
BIOUG72146-B06,Dinotrema longworthi,Dinotrema Malaise7847
BIOUG73106-B06,Dinotrema Malaise4002,Dinotrema Malaise2086
BIOUG73209-D03,Dinotrema longworthi,Dinotrema Malaise2400
BIOUG71609-B09,Ablabesmyia monilis,Procladius villosimanus
BIOUG70694-D02,Corynoptera subparvula,Corynoptera breviformis
BIOUG70397-C11,Paragonia crurariaDHJ06,Pero jimenezaria
BIOUG71273-H03,Dapsilarthra sylvia,alyMalaise01 Malaise2528
BIOUG73690-G05,Sibaria englemani,Rio insularis
BIOUG73269-E03,Metriocnemus albolineatus,Metriocnemus atriclava
BIOUG71647-H05,Culicoides salinarius,Ceratopogon grandiforceps
BIOUG71310-C08,Metriocnemus picipes,Metriocnemus atriclava
BIOUG71669-E04,Megaselia lutea,Megaselia elongata
BIOUG73189-A01,Opacifrons bisecta,Opalimosina liliputana
BIOUG68973-A04,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG71667-C12,Chironomus lugubris,Chironomus ochreatus
BIOUG71629-A11,Peromyia diadema,Peromyia fungicola
BIOUG72184-D08,Corynoptera subparvula,Corynoptera alneti
BIOUG70812-B10,gelMalaise01 MalaiseMetz5154,geleBioLep01 BioLep1209
BIOUG71307-E11,Crumomyia fimetaria,Copromyza stercoraria
BIOUG72146-D06,Proclitus praetor,Itoplectis Malaise7325
BIOUG73061-B02,Chilocyrtus Malaise4358,Orthocentrus Malaise8629
BIOUG71626-B08,Corynoptera subparvula,Corynoptera alneti
BIOUG71802-B01,cosmoBioLep01 BioLep16,Ithome Malaise2188
BIOUG70663-B12,Egle subarctica,Egle rhinotmeta
BIOUG71533-E12,Dinotrema Malaise7309,Dinotrema Malaise3885
BIOUG71302-E11,Metriocnemus picipes,Scatopsciara atomaria
BIOUG70699-H02,Corynoptera subparvula,Corynoptera breviformis
BIOUG68481-G11,Heterospilus Malaise4690,Pambolus Malaise1474
BIOUG71904-F05,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG72181-F04,Bradysia normalis,Bradysia plusiospina
BIOUG72200-G04,Schoenomyza litorella,Anthomyia mimetica
BIOUG73209-E04,Trichopria basalis,Trichopria nixoni
BIOUG71328-H08,Hypoponera opaciceps,Pachycondyla MAS018
BIOUG71636-H11,Trichocera regelationis,Trichocera hiemalis
BIOUG71421-C09,Orthocentrus Malaise2408,Orthocentrus Malaise7625
BIOUG68456-F04,malaiseGraci01 Malaise5299,malaiseGraci01 Malaise7033
BIOUG71645-E03,Chironomus lugubris,Bradysia flavipila
BIOUG72168-H01,Corynoptera subparvula,Corynoptera boletiphaga
BIOUG70666-D09,Bradysia normalis,Scatopsciara nana
BIOUG71922-D05,Dinotrema Malaise3501,Dinotrema Malaise2550
BIOUG70589-H05,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG70812-D02,Anacampsis Malaise3063,gelMalaise01 Malaise2486
BIOUG70700-A03,Corynoptera subparvula,Corynoptera alneti
BIOUG71329-C11,Hypoponera opaciceps,Pachycondyla MAS018
BIOUG76604-D06,Ascogaster Malaise2472,Blacus malaise0651
BIOUG70690-C12,Phytomyza milii,Phytomyza chaerophylli
BIOUG72187-F01,Phytomyza milii,Phytomyza obscurella
BIOUG70566-A11,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG70693-B05,Bradysia strenua,Bradysia plusiospina
BIOUG71679-F07,Chironomus lugubris,Chironomus harpi
BIOUG70678-A10,Leptocera caenosa,Leptocera fontinalis
BIOUG72183-G11,Corynoptera subparvula,Corynoptera alneti
BIOUG71305-D03,Metriocnemus picipes,Metriocnemus albolineatus
BIOUG71637-D03,Tersilochus nitidipleuris,Tersilochus lapponicus
BIOUG71672-H02,Asynapta magdalini,Lestremia cinerea
BIOUG70668-A11,Orthosia gothica,Hypenodes Malaise8575
BIOUG70660-E08,Hydrellia griseola,Anthomyia mimetica
BIOUG68289-F10,tersiMalaise1 Malaise7296,tersiMalaise1 Malaise9679
BIOUG72169-E12,Corynoptera subparvula,Corynoptera alneti
BIOUG70813-A06,Anacampsis Malaise3063,gelBioLep01 BioLep2310
BIOUG71613-D05,Atractodes foveolatus,Stenomacrus micropennis
BIOUG71640-B06,Leptosciarella dimera,Bradysia plusiospina
BIOUG71697-B11,Cordyla pusilla,Cordyla brevicornis
BIOUG72863-H05,Glyptapanteles Whitfield155,Syntretus Malaise2676
BIOUG72503-F07,Eubazus Malaise5693,Meteorus Malaise4087
BIOUG70665-G09,Metriocnemus albolineatus,Scatopsciara nana
BIOUG71535-D02,Glyptapanteles sondrawardae,Syntretus Malaise2676
BIOUG71663-E10,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG76216-F05,eulophMalaise1 Malaise7416,encyrMalaise01 malaise0163
BIOUG71283-A03,Ischiolepta nitida,Ischiolepta pusilla
BIOUG70129-D09,opiMalaise01 Malaise4390,opiMalaise01 Malaise7676
BIOUG70142-B05,cosmoMalaise01 Malaise574,phyMalaise01 Malaise1553
BIOUG72389-A10,Orthocentrus Malaise3889,Orthocentrus Malasie8928
BIOUG71649-A08,Orthosia gothica,Hypenodes Malaise8575
BIOUG73271-E08,Metriocnemus albolineatus,Parochlus kiefferi
BIOUG71667-D02,Chironomus lugubris,Chironomus harpi
BIOUG73304-G12,Triraphis davidduthiei,Bracon Malaise3901
BIOUG72853-F08,Glyptapanteles sondrawardae,Syntretus Malaise2676
BIOUG70638-G01,malaiseGraci01 Malaise3461,malaiseGraci01 Malaise4094
BIOUG74656-B06,Chymomyza amoena,Drosophila immigrans
BIOUG72886-A11,tersiMalaise1 Malaise7151,tersiMalaise01 Malaise7762
BIOUG76310-A06,Antaeotricha Phillips01,elachMalaise7530 Malaise7530
BIOUG70878-C02,Bracon Malaise1293,Bracon Malaise3901
BIOUG68864-B02,Friseria Malaise4403,gelMalaise01 Malaise3950
BIOUG70135-C12,Steniodes BioLep2469,acentroBioLep01 BioLep12
BIOUG68299-F01,Megaselia creasoni,Megaselia kelleri
BIOUG71663-A05,Megaselia tarsella,Megaselia subtumida
BIOUG71595-A03,Eubazus Malaise5693,Diospilus Malaise7642
BIOUG71689-H06,Aphelinus abdominalis,Aphelinus gossypii
BIOUG73185-G11,brMalaise01 Malaise2762,mgMalaise160 Malaise4282
BIOUG71501-E06,Heterospilus Malaise5778,Heterospilus Malaise8149
BIOUG71686-G08,Metriocnemus picipes,Metriocnemus atriclava
BIOUG72748-H06,opiMalaise01 malaise0910,opiMalaise01 Malaise1119
BIOUG71432-C04,Meteorus Malaise4973,crypMalaise01 Malaise6865
BIOUG72128-G10,Alloclemensia mesospilella,Plutella xylostella
BIOUG71280-B03,Megastylus orbitator,Plectiscidea tumida
BIOUG71696-G01,Cordyla pusilla,Cordyla brevicornis
BIOUG72763-A05,Phanerotoma anamariamongeae,Phanerotoma davesmithi
BIOUG72045-B07,Dinotrema Malaise9669,Dinotrema Malaise7967
BIOUG71922-E02,malaiseGraci01 Malaise3820,malaiseGraci01 Malaise7268
BIOUG72113-A12,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG70421-A01,immidJanzen01 Janzen35,gelJanzen01 Janzen1159
BIOUG72869-D07,Campylocheta Malaise 6151,Malaisetach6074 Malaise7392
BIOUG72144-C06,Stenomacrus micropennis,Orthocentrus asper
BIOUG68289-G12,Bracon isidrochaconi,opiMalaise01 Malaise6650
BIOUG71607-E08,Egle subarctica,Egle rhinotmeta
BIOUG72169-F01,Forcipomyia bipunctata,Forcipomyia tenuis
BIOUG71655-D06,Metriocnemus albolineatus,Metriocnemus eurynotus
BIOUG72555-B03,alyMalaise76 Malaise2141,Dinotrema malaise0256
BIOUG70880-A09,Marshiella Malaise9917,Leiophron Malaise8699
BIOUG70693-H10,Corynoptera subparvula,Corynoptera alneti
BIOUG73236-A07,Chironomus lugubris,Chironomus harpi
BIOUG70664-C06,Metriocnemus picipes,Metriocnemus atriclava
BIOUG72168-G01,Corynoptera subparvula,Corynoptera levis
BIOUG72425-E01,Hypomicrogaster Whitfield5,Dolichogenidea Rodriguez195
BIOUG72886-C12,Chilocyrtus sp. 6 NW-212,Chilocyrtus Malaise3264
BIOUG72209-F01,Anacrusis Malaise6448,Vipsophobetron Malaise8497
BIOUG72175-B03,Stenomacrus micropennis,Itoplectis Malaise7325
BIOUG70432-A10,elachBioLep01 BioLep490,geleBioLep01 BioLep1195
BIOUG72727-E04,Hormius malaise0483,Hormius joncoddingtoni
BIOUG73209-B08,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG71275-G07,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG72148-E07,Metriocnemus albolineatus,Smittia terrestris
BIOUG72631-F07,Glyptapanteles scottshawi,Dolichogenidea Rodriguez195
BIOUG70096-D01,Paroligoneurus mikeiviei,opiMalaise01 Malaise7676
BIOUG70762-A07,Mirax Malaise2796,Mirax Malaise7516
BIOUG71534-F04,Chilocyrtus Malaise3264,Orthocentrus Malaise5499
BIOUG71335-H04,Crematogaster stadelmanni,Scatopse notata
BIOUG72185-D02,Phytomyza milii,Phytomyza obscurella
BIOUG71379-D02,Thaumatotibia leucotreta,elachMalaise8471 Malaise8471
BIOUG73211-D03,Bradysia lapponica,Bradysia plusiospina
BIOUG71637-G12,Lycoriella inconspicua,Claustropyga refrigerata
BIOUG71652-F01,Chorebus eros,Exotela gilvipes
BIOUG73303-A07,crypMalaise01 malaise2055,tersiMalaise01 Malaise7762
BIOUG68425-A01,Phanerotoma anacordobae,Phanerotoma anamariamongeae
BIOUG72184-E12,Metriocnemus picipes,Metriocnemus albolineatus
BIOUG71621-D03,Gelis cayennator,Ceratophygadeuon bellus
BIOUG72885-F03,alyMalaise01 Malaise3373,alyMalaise01 Malaise6305
BIOUG72197-G07,Bradysia lapponica,Bradysia plusiospina
BIOUG71269-H08,Metriocnemus picipes,Metriocnemus fuscipes
BIOUG71664-D08,Chorebus eros,opiMalaise01 malaise0910
BIOUG72164-D04,Phytomyza milii,Phytomyza chaerophylli
BIOUG71927-D07,Glyptapanteles henrytownesi,Dolichogenidea Janzen45
BIOUG76604-H07,Apanteles Malaise3757,Alphomelon citroloma
BIOUG76610-D09,Ischyrophaga Malaise1538,Calodexia bella
BIOUG71608-H09,Anaretella iola,Lestremia cinerea
BIOUG68289-E08,Chilocyrtus Malaise8193,Chilocyrtus Malaise1867
BIOUG73269-C02,Metriocnemus albolineatus,Smittia terrestris
BIOUG70670-C11,Bradysia normalis,Bradysia plusiospina
BIOUG70696-B11,Atractodes pauxillus,Mastrus aciculatus
BIOUG68970-F12,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG72191-A06,Megaselia brevicostalis,Megaselia albicans
BIOUG71035-A05,Meteorus malaise0189,alyMalaise01 Malaise2859
BIOUG72228-A09,Chilocyrtus Malaise3264,Chilocyrtus sp. 6 NW-2012
BIOUG73204-B03,Phytomyza milii,Phytomyza obscurella
BIOUG72555-E05,Dinotrema Malaise3885,Dinotrema Malaise7967
BIOUG70620-H11,Megaselia wendyporrasae,Megaselia torbjornekremi
BIOUG72440-A08,Microctonus Malaise4239,Meteorus Malaise4193
BIOUG70092-B05,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG71618-E04,Polypedilum tritum,Polypedilum sordens
BIOUG71526-B01,Mirax malaise0816,doryMalaise27 Malaise7767
BIOUG68885-H05,Euryopthalmus bipustulatus,Paragonatas divergens
BIOUG71672-C04,Corynoptera subparvula,Corynoptera alneti
BIOUG71617-A03,Polypedilum tritum,Micropsectra recurvata
BIOUG70674-H02,Leptocera caenosa,Leptocera fontinalis
BIOUG71340-G11,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG74657-F10,Acylomus pugetanus,Acylomus ergoti
BIOUG71782-B09,Leiophron Malaise7761,Blacus Malaise6634
BIOUG73114-G12,Chelonus Malaise6653,Chelonus Malaise2690
BIOUG75393-E04,sarcJanzen01 Janzen4996,sarcJanzen01 Janzen9318
BIOUG71668-E05,Chlorops hypostigma,Meiosimyza rorida
BIOUG72200-C07,Corynoptera subparvula,Corynoptera alneti
BIOUG72132-F04,Smittia pratorum,Smittia edwardsi
BIOUG70650-D03,Apanteles Rodriguez161,Glyptapanteles nealweberi
BIOUG71095-C09,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG73209-B09,Halticoptera circulus,Homoporus luniger
BIOUG70422-C09,elachMalaise7530 Malaise7530,Clepsis BioLep109
BIOUG72109-C06,Metriocnemus albolineatus,Scatopsciara atomaria
BIOUG71666-D12,Dinotrema longworthi,Dinotrema Malaise6158
BIOUG71432-A11,Dinotrema Malaise4002,Dinotrema Malaise7317
BIOUG75398-E04,Notiospathius Malaise6257,Bracon Malaise3901
BIOUG68289-C03,Mesochorus unocincoseis,Mesochorus cuatrotres
BIOUG71832-H07,Pentastichus Malaise9823,Aprostocetus aproMalaise0020
BIOUG70688-G12,Trichosia glabra,Bradysia pallipes
BIOUG72107-G10,Metriocnemus picipes,Metriocnemus atriclava
BIOUG70129-A06,elachMalaise7530 Malaise7530,acentroBioLep01 BioLep88
BIOUG72117-A10,Chironomus lugubris,Chironomus harpi
BIOUG70958-D09,opiJanzen01 Janzen94,Bracon jimlewisi
BIOUG71648-D03,Metriocnemus albolineatus,Parochlus kiefferi
BIOUG76310-A11,spiloMalaise7195 Malaise7195,spiloMalaise5041 Malaise5041
BIOUG71637-C04,Crumomyia fimetaria,Copromyza stercoraria
BIOUG71627-E04,Dinotrema longworthi,Dinotrema Malaise2400
BIOUG68881-B02,pergMalaise01 Malaise9673,Allognosta fuscitarsis
BIOUG71605-G09,Egle subarctica,Egle rhinotmeta
BIOUG72632-A12,Blacus malaise9604,Eubazus Malaise8561
BIOUG72982-G01,Dinotrema Malaise4002,Dinotrema Malaise1900
BIOUG73270-A03,Metriocnemus albolineatus,Metriocnemus atriclava
BIOUG73215-H11,Chironomus lugubris,Chironomus harpi
BIOUG70700-B10,Bradysia normalis,Bradysia plusiospina
BIOUG71658-G05,Metriocnemus picipes,Metriocnemus atriclava
BIOUG70435-A01,Phanerotoma christhompsoni,Chelonus Malaise6653
BIOUG71526-C01,Glyptapanteles sondrawardae,Syntretus Malaise2676
BIOUG72976-B07,Glyptapanteles sondrawardae,Syntretus Malaise2676
BIOUG72389-G12,Nealiolus Malaise0007,Meteorus Malaise6421
BIOUG68880-G12,pergMalaise01 Malaise5115,Sutwanus nigriceps
BIOUG71278-C05,Aprionus bispinosus,Aprionus pigmentalis
BIOUG71024-C07,Chilocyrtus Malaise8193,Chilocyrtus Malaise1867
BIOUG72169-A12,Corynoptera subparvula,Corynoptera furcata
BIOUG72862-D01,Actinochaeta malaise9074,Wood96 Malaise8945
BIOUG72066-F09,Glyptapanteles lubomasneri,Glyptapanteles Malaise2049
BIOUG72107-A09,Metriocnemus picipes,Metriocnemus atriclava
BIOUG72169-C03,Forcipomyia bipunctata,Forcipomyia ciliata
BIOUG71680-C11,Bradysia normalis,Bradysia urticae
BIOUG72179-F06,Corynoptera subparvula,Corynoptera alneti
BIOUG71526-D06,Meteorus Malaise4973,Meteorus Malaise4087
BIOUG73248-E12,Metriocnemus picipes,Metriocnemus atriclava
BIOUG71603-E01,Tanytarsus miriforceps,Paratanytarsus penicillatus
BIOUG74634-E09,Scrobipalpa acuminatella,gelBioLep01 BioLep1375
BIOUG72174-F02,Monelata solida,Trichopria atricornis
BIOUG73270-B09,Metriocnemus albolineatus,Campylomyza flavipes
BIOUG71690-F12,Pseudolycoriella brunnea,Corynoptera blanda
BIOUG70660-F05,Triphleba intermedia,Scatopse notata
BIOUG68966-D11,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG71649-A10,Orthosia gothica,Hypenodes Malaise8575
BIOUG76325-H08,Heterospilus Malaise7006,Heterospilus Malaise7449
BIOUG71119-F09,malaiseGraci01 Malaise3461,Polymitia eximipalpella
