GT_id,GT_label,Pred_label
BIOUG72157-G12,Psychoda albipennis,Smittia terrestris
BIOUG72199-E08,Lycoriella inflata,Lycoriella brevipila
BIOUG72530-G12,Mesochorus dos,Mesochorus unocincoseis
BIOUG71730-C03,Glyptapanteles Malaise6317,Glyptapanteles sondrawardae
BIOUG72815-F01,tersiMalaise01 Malaise9021,tersiMalaise1 Malaise9679
BIOUG56853-A07,Psychoda trinodulosa,Psychoda erminea
BIOUG72147-D07,Megaselia crassicosta,Megaselia longicostalis
BIOUG72137-B04,Calobata petronella,Tephrochlamys rufiventris
BIOUG70196-C10,gelMalaise01 Malaise6859,gelMalaise01 Malaise2486
BIOUG66732-G08,Atherigona reversura,Atherigona orientalis
BIOUG71468-G04,Blacus Malaise8763,Eubazus Malaise0535
BIOUG72126-F06,Cratyna perplexa,Cratyna falcifera
BIOUG72335-A06,Lutzomyia edentula,Epidapus gracilis
BIOUG68420-G05,Aristotelia Janzen1129,gelJanzen01 Janzen12
BIOUG71976-A12,crypMalaise01 malaise0714,crypMalaise01 Malaise6865
BIOUG72199-G07,Corynoptera irmgardis,Bradysia ocellaris
BIOUG72816-B08,ichMalaise1 Malaise4973,Chirotica Malaise4273
BIOUG70194-B02,malaiseGraci01 Malaise4525,Lutzomyia zeledoni
BIOUG68112-B11,Anochetus altisquamis,Ponera coarctata
BIOUG72207-B11,Glyptapanteles Malaise6317,Glyptapanteles Malaise2577
BIOUG72815-G08,Chilocyrtus Malaise1503,Orthocentrus Malaise3997
BIOUG68026-D09,Orthocentrus Malaise2720,Orthocentrus Malaise3997
BIOUG71748-C03,malaiseGraci01 Malaise6860,malaiseGraci01 Malaise7268
BIOUG70862-A08,malaise1779 Malaise1779,Tripudia grapholithoides
BIOUG66898-H11,malaiseGraci01 Malaise5556,malaiseGraci01 Malaise5632
BIOUG65758-A02,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG71746-B07,Wormaldia gallardoi,Helicopsyche vergelana
BIOUG68126-C04,Tuta absoluta,Elachista pyrrha
BIOUG67929-D10,Antaeotricha Malaise9870,elachMalaise7530 Malaise7530
BIOUG67353-D12,Anochetus altisquamis,Ponera coarctata
BIOUG72124-H03,Ormosia lineata,Themira leachi
BIOUG72207-F05,tersiMalaise01 Malaise9021,tersiMalaise1 Malaise6662
BIOUG72208-H01,Polysphincta purcelli,Zaglyptus simonis
BIOUG68194-F01,Bifronsina bifrons,Pullimosina heteroneura
BIOUG66739-F03,Therioaphis trifolii,Stegophylla quercifoliae
BIOUG71174-D12,Dinotrema Malaise3029,Dinotrema Malaise7967
BIOUG67353-E04,Anochetus altisquamis,Ponera coarctata
BIOUG72040-G03,Dinotrema malaise0623,Dinotrema Malaise7839
BIOUG66649-F12,Sarucallis kahawaluokalani,Therioaphis trifolii
BIOUG65799-B06,Glyphidocera BioLep192,autoBioLep1 BioLep193
BIOUG67375-B10,Anochetus altisquamis,Ponera coarctata
BIOUG72530-G03,Orthocentrus Malaise9380,Orthocentrus sp. 16 NW-2012
BIOUG71976-H08,Dinotrema Malaise2367,Dinotrema Malaise2550
BIOUG72151-C08,Kleidotoma affinis,Kleidotoma striaticollis
BIOUG67264-B06,Camponotus sexguttatus,Camponotus integellus
BIOUG66616-D05,Bemisia tabaci,Siphoninus phillyreae
BIOUG72112-E03,Ceratopogon grandiforceps,Schizohelea leucopeza
BIOUG65850-F11,Tanytarsus hastatus,Tanytarsus sp. 21XL
BIOUG56843-C11,Psychoda erminea,Pneumia mutua
BIOUG66355-C07,Adia cinerella,Delia longicauda
BIOUG71743-C08,Gnamptogenys interrupta,Prionopelta modesta
BIOUG65690-C10,Atherigona reversura,Atherigona orientalis
BIOUG67426-E04,Chilocyrtus Malaise7054,Chilocyrtus Malaise1867
BIOUG72040-A01,Meteorus Malaise4087,Meteorus Malaise4193
BIOUG70836-A02,Diospilus Malaise3636,Diospilus Malaise4781
BIOUG65759-A05,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG66132-H06,Megaselia oxboroughae,Megaselia albicans
BIOUG66237-B03,Apis mellifera,Ooctonus hemipterus
BIOUG77989-H02,Orthocentrus Malaise5162,orthoMalaise01 Malaise5595
BIOUG75401-G11,Paradidyma Malaise2558,Paradidyma melania
BIOUG72110-E01,Scatopsciara atomaria,Scatopsciara nana
BIOUG66398-D09,Musca crassirostris,Musca confiscata
BIOUG72205-H06,Meteorus Malaise4087,Blacus Malaise3018
BIOUG67748-G07,Choreborogas Malaise1352,Heterospilus Malaise6328
BIOUG67618-C09,Renodes BioLep858,Pero clana
BIOUG66315-H08,Musca crassirostris,Musca confiscata
BIOUG66194-G10,Megaselia wiegmanae,Megaselia losangelensis
BIOUG65379-G04,Rachispoda fuscinevris,Rachispoda trigonata
BIOUG67170-G12,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG67354-C03,Aphis nerii,Brachyunguis harmalae
BIOUG67044-F09,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG65795-F05,Hirtodrosophila thoracis,Mycodrosophila claytonae
BIOUG71898-A09,Syntretus Malaise2676,Meteorus Malaise4087
BIOUG65684-E03,Bifronsina bifrons,Pullimosina heteroneura
BIOUG67618-A01,Glyphidocera BioLep192,Glyphidocera virgulae
BIOUG66406-A11,Glyptapanteles Malaise9875,Glyptapanteles Malaise9496
BIOUG67063-E10,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG70891-B03,Lutzomyia edentula,Bichromomyia olmeca
BIOUG72161-F10,Corynoptera levis,Corynoptera alneti
BIOUG66405-H09,Hormius Malaise6908,Hormius Malaise2497
BIOUG66805-G09,encyrMalaise01 Malaise7295,encyrMalaise01 Malaise7759
BIOUG67702-H08,Therioaphis trifolii,Phylloxera coccinea
BIOUG72110-C05,Allocladius nanseni,Hydrosmittia oxoniana
BIOUG66152-C04,Diomus roseicollis,Scymnus subvillosus
BIOUG67390-E04,Aphis nerii,Muscaphis escherichi
BIOUG67717-G07,Musca crassirostris,Adia cinerella
BIOUG66395-A04,Musca crassirostris,Musca confiscata
